id,y
533,2
534,0
535,2
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,2
544,0
545,2
546,0
547,0
548,0
549,0
550,0
551,0
552,2
553,0
554,0
555,0
556,2
557,0
558,2
559,0
560,0
561,0
562,0
563,2
564,2
565,0
566,0
567,0
568,0
569,0
570,2
571,2
572,0
573,0
574,0
575,0
576,0
577,0
578,2
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,2
588,0
589,0
590,0
591,0
592,1
593,0
594,2
595,0
596,0
597,0
598,0
599,0
600,0
601,1
602,0
603,1
604,0
605,2
606,2
607,2
608,0
609,1
610,0
611,2
612,0
613,2
614,0
615,2
616,0
617,1
618,0
619,0
620,0
621,2
622,0
623,0
624,3
625,0
626,0
627,0
628,0
629,2
630,0
631,0
632,0
633,2
634,3
635,0
636,0
637,0
638,3
639,0
640,2
641,0
642,0
643,0
644,0
645,2
646,0
647,0
648,0
649,0
650,2
651,2
652,1
653,3
654,0
655,2
656,0
657,2
658,0
659,2
660,1
661,2
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,2
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,2
681,0
682,0
683,2
684,0
685,0
686,0
687,0
688,2
689,0
690,1
691,2
692,0
693,0
694,3
695,1
696,0
697,0
698,0
699,2
700,0
701,2
702,2
703,0
704,0
705,0
706,0
707,0
708,0
709,2
710,0
711,2
712,0
713,0
714,0
715,2
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,2
727,0
728,0
729,2
730,2
731,0
732,2
733,2
734,0
735,2
736,2
737,0
738,2
739,3
740,0
741,0
742,0
743,2
744,2
745,0
746,0
747,0
748,0
749,0
750,2
751,0
752,0
753,0
754,0
755,2
756,0
757,2
758,1
759,0
760,0
761,0
762,0
763,0
764,0
765,2
766,0
767,0
768,2
769,2
770,0
771,2
772,0
773,0
774,0
775,2
776,0
777,0
778,0
779,2
780,0
781,0
782,0
783,0
784,2
785,2
786,0
787,0
788,0
789,0
790,0
791,0
792,2
793,0
794,0
795,0
796,2
797,0
798,0
799,0
800,2
801,2
802,0
803,0
804,0
805,2
806,2
807,0
808,0
809,0
810,0
811,0
812,0
813,2
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,2
822,0
823,0
824,0
825,0
826,2
827,0
828,2
829,0
830,0
831,0
832,0
833,0
834,2
835,0
836,2
837,0
838,0
839,0
840,0
841,0
842,2
843,0
844,2
845,0
846,0
847,0
848,0
849,0
850,1
851,0
852,0
853,0
854,0
855,0
856,1
857,1
858,0
859,0
860,0
861,0
862,2
863,0
864,0
865,2
866,1
867,0
868,0
869,2
870,0
871,3
872,0
873,0
874,0
875,1
876,0
877,0
878,0
879,2
880,0
881,0
882,2
883,0
884,0
885,0
886,2
887,0
888,0
889,2
890,2
891,0
892,0
893,2
894,0
895,0
896,0
897,0
898,0
899,2
900,0
901,0
902,0
903,2
904,0
905,2
906,0
907,3
908,2
909,0
910,1
911,0
912,2
913,1
914,0
915,2
916,0
917,2
918,2
919,0
920,2
921,0
922,0
923,0
924,2
925,2
926,0
927,2
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,2
937,0
938,0
939,0
940,0
941,0
942,2
943,0
944,0
945,0
946,0
947,3
948,2
949,2
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,2
963,0
964,0
965,0
966,0
967,0
968,1
969,0
970,2
971,2
972,2
973,0
974,0
975,0
976,0
977,2
978,0
979,0
980,3
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,2
992,0
993,3
994,0
995,2
996,2
997,1
998,0
999,0
1000,0
1001,0
1002,1
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,2
1010,2
1011,0
1012,2
1013,2
1014,2
1015,0
1016,0
1017,0
1018,0
1019,2
1020,0
1021,0
1022,0
1023,1
1024,0
1025,2
1026,0
1027,0
1028,0
1029,0
1030,0
1031,3
1032,1
1033,2
1034,1
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,2
1042,0
1043,2
1044,0
1045,0
1046,0
1047,2
1048,0
1049,2
1050,0
1051,2
1052,0
1053,0
1054,0
1055,2
1056,0
1057,0
1058,0
1059,0
1060,2
1061,2
1062,2
1063,0
1064,0
1065,0
1066,1
1067,0
1068,1
1069,0
1070,0
1071,2
1072,0
1073,0
1074,0
1075,0
1076,0
1077,2
1078,0
1079,0
1080,0
1081,0
1082,2
1083,0
1084,0
1085,0
1086,2
1087,0
1088,2
1089,2
1090,2
1091,3
1092,2
1093,0
1094,0
1095,2
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,2
1103,3
1104,0
1105,0
1106,1
1107,0
1108,2
1109,0
1110,2
1111,0
1112,2
1113,2
1114,0
1115,0
1116,0
1117,2
1118,0
1119,0
1120,2
1121,0
1122,2
1123,0
1124,0
1125,0
1126,0
1127,1
1128,0
1129,2
1130,0
1131,2
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,1
1139,2
1140,2
1141,2
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,2
1156,0
1157,1
1158,2
1159,0
1160,2
1161,0
1162,0
1163,0
1164,0
1165,0
1166,2
1167,0
1168,0
1169,0
1170,1
1171,2
1172,0
1173,2
1174,2
1175,0
1176,0
1177,0
1178,0
1179,0
1180,1
1181,2
1182,0
1183,0
1184,0
1185,0
1186,0
1187,2
1188,0
1189,2
1190,2
1191,2
1192,0
1193,0
1194,2
1195,0
1196,2
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,2
1204,0
1205,0
1206,0
1207,3
1208,2
1209,2
1210,2
1211,0
1212,0
1213,0
1214,2
1215,2
1216,0
1217,0
1218,3
1219,0
1220,0
1221,2
1222,0
1223,3
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,2
1233,0
1234,0
1235,2
1236,0
1237,2
1238,0
1239,0
1240,0
1241,0
1242,2
1243,2
1244,2
1245,2
1246,0
1247,0
1248,0
1249,2
1250,0
1251,2
1252,0
1253,0
1254,0
1255,2
1256,0
1257,0
1258,1
1259,0
1260,2
1261,2
1262,0
1263,3
1264,2
1265,0
1266,0
1267,0
1268,0
1269,2
1270,3
1271,1
1272,0
1273,2
1274,1
1275,0
1276,0
1277,0
1278,0
1279,2
1280,0
1281,2
1282,0
1283,2
1284,2
1285,0
1286,2
1287,2
1288,0
1289,0
1290,0
1291,0
1292,2
1293,0
1294,2
1295,0
1296,2
1297,0
1298,0
1299,0
1300,2
1301,0
1302,0
1303,2
1304,0
1305,0
1306,0
1307,2
1308,2
1309,1
1310,0
1311,2
1312,0
1313,0
1314,0
1315,0
1316,0
1317,1
1318,0
1319,0
1320,0
1321,0
1322,2
1323,0
1324,2
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,3
1338,0
1339,2
1340,2
1341,2
1342,0
1343,0
1344,0
1345,0
1346,0
1347,2
1348,0
1349,2
1350,3
1351,0
1352,0
1353,0
1354,2
1355,2
1356,0
1357,0
1358,0
1359,0
1360,1
1361,2
1362,0
1363,0
1364,0
1365,0
1366,2
1367,1
1368,0
1369,0
1370,2
1371,2
1372,0
1373,2
1374,0
1375,0
1376,1
1377,0
1378,1
1379,0
1380,3
1381,0
1382,1
1383,1
1384,0
1385,0
1386,2
1387,0
1388,2
1389,0
1390,2
1391,0
1392,0
1393,0
1394,0
1395,2
1396,2
1397,0
1398,0
1399,2
1400,0
1401,0
1402,0
1403,2
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,2
1415,0
1416,0
1417,1
1418,0
1419,1
1420,2
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,2
1428,0
1429,0
1430,0
1431,2
1432,2
1433,0
1434,0
1435,2
1436,1
1437,0
1438,0
1439,0
1440,2
1441,1
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,1
1454,2
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,2
1462,0
1463,2
1464,0
1465,0
1466,1
1467,0
1468,3
1469,0
1470,0
1471,0
1472,0
1473,0
1474,2
1475,0
1476,0
1477,1
1478,0
1479,0
1480,0
1481,2
1482,0
1483,2
1484,0
1485,2
1486,1
1487,0
1488,2
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,2
1497,0
1498,2
1499,1
1500,0
1501,2
1502,2
1503,0
1504,3
1505,0
1506,0
1507,0
1508,0
1509,0
1510,3
1511,0
1512,0
1513,2
1514,0
1515,0
1516,2
1517,0
1518,2
1519,0
1520,2
1521,3
1522,0
1523,1
1524,0
1525,0
1526,0
1527,0
1528,2
1529,2
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,2
1538,0
1539,1
1540,2
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,2
1548,2
1549,2
1550,3
1551,0
1552,0
1553,1
1554,0
1555,0
1556,2
1557,0
1558,0
1559,0
1560,2
1561,0
1562,0
1563,0
1564,2
1565,0
1566,1
1567,2
1568,0
1569,2
1570,1
1571,0
1572,2
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,2
1586,0
1587,0
1588,2
1589,0
1590,2
1591,0
1592,0
1593,2
1594,0
1595,2
1596,0
1597,0
1598,0
1599,0
1600,2
1601,2
1602,0
1603,2
1604,0
1605,2
1606,2
1607,0
1608,0
1609,2
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,2
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,3
1627,0
1628,0
1629,0
1630,2
1631,0
1632,2
1633,0
1634,0
1635,0
1636,0
1637,2
1638,3
1639,0
1640,0
1641,2
1642,2
1643,0
1644,0
1645,0
1646,2
1647,0
1648,0
1649,0
1650,0
1651,0
1652,3
1653,0
1654,2
1655,2
1656,0
1657,0
1658,2
1659,2
1660,0
1661,0
1662,0
1663,0
1664,0
1665,2
1666,0
1667,0
1668,2
1669,2
1670,2
1671,0
1672,0
1673,2
1674,2
1675,2
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,2
1683,0
1684,2
1685,0
1686,0
1687,0
1688,0
1689,2
1690,0
1691,0
1692,0
1693,2
1694,0
1695,0
1696,1
1697,0
1698,2
1699,0
1700,0
1701,0
1702,2
1703,1
1704,0
1705,0
1706,1
1707,2
1708,0
1709,0
1710,1
1711,0
1712,0
1713,2
1714,2
1715,0
1716,2
1717,0
1718,0
1719,0
1720,2
1721,0
1722,0
1723,2
1724,2
1725,0
1726,0
1727,2
1728,2
1729,0
1730,0
1731,0
1732,1
1733,0
1734,0
1735,0
1736,2
1737,0
1738,2
1739,0
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,2
1747,0
1748,2
1749,0
1750,2
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,2
1762,0
1763,0
1764,2
1765,0
1766,0
1767,0
1768,2
1769,0
1770,3
1771,3
1772,0
1773,0
1774,2
1775,3
1776,0
1777,0
1778,2
1779,0
1780,0
1781,2
1782,2
1783,0
1784,0
1785,0
1786,2
1787,0
1788,0
1789,2
1790,0
1791,0
1792,3
1793,2
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,1
1802,0
1803,0
1804,0
1805,2
1806,1
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,2
1814,0
1815,0
1816,0
1817,0
1818,0
1819,2
1820,0
1821,0
1822,1
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,2
1835,0
1836,0
1837,0
1838,2
1839,2
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,2
1847,1
1848,0
1849,1
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,1
1858,0
1859,0
1860,2
1861,0
1862,0
1863,0
1864,0
1865,2
1866,0
1867,0
1868,0
1869,2
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,2
1880,0
1881,2
1882,0
1883,2
1884,2
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,2
1894,0
1895,0
1896,2
1897,3
1898,0
1899,0
1900,0
1901,0
1902,0
1903,2
1904,0
1905,2
1906,0
1907,0
1908,1
1909,0
1910,0
1911,0
1912,1
1913,0
1914,2
1915,0
1916,0
1917,0
1918,3
1919,2
1920,0
1921,0
1922,0
1923,1
1924,0
1925,0
1926,0
1927,2
1928,2
1929,1
1930,1
1931,2
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,2
1943,2
1944,0
1945,0
1946,0
1947,2
1948,0
1949,2
1950,0
1951,2
1952,1
1953,0
1954,2
1955,0
1956,2
1957,0
1958,3
1959,1
1960,0
1961,2
1962,1
1963,3
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,2
1972,0
1973,0
1974,0
1975,2
1976,0
1977,0
1978,0
1979,0
1980,2
1981,0
1982,1
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,2
1991,0
1992,0
1993,3
1994,2
1995,0
1996,2
1997,2
1998,2
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,2
2007,0
2008,0
2009,0
2010,0
2011,0
2012,2
2013,0
2014,0
2015,0
2016,2
2017,1
2018,0
2019,1
2020,0
2021,0
2022,0
2023,2
2024,2
2025,0
2026,0
2027,0
2028,2
2029,0
2030,3
2031,0
2032,2
2033,0
2034,2
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,2
2046,0
2047,1
2048,0
2049,2
2050,0
2051,1
2052,2
2053,0
2054,0
2055,2
2056,0
2057,0
2058,2
2059,2
2060,0
2061,2
2062,0
2063,0
2064,2
2065,0
2066,3
2067,0
2068,0
2069,0
2070,2
2071,0
2072,2
2073,0
2074,0
2075,0
2076,2
2077,0
2078,0
2079,0
2080,0
2081,0
2082,0
2083,2
2084,0
2085,0
2086,0
2087,2
2088,0
2089,2
2090,2
2091,0
2092,0
2093,0
2094,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
2104,2
2105,1
2106,0
2107,2
2108,2
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,1
2120,0
2121,0
2122,2
2123,0
2124,1
2125,0
2126,1
2127,0
2128,2
2129,2
2130,0
2131,2
2132,0
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0
2142,0
2143,0
2144,2
2145,0
2146,0
2147,0
2148,0
2149,0
2150,0
2151,2
2152,0
2153,2
2154,2
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,2
2162,0
2163,2
2164,0
2165,2
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,2
2176,0
2177,0
2178,2
2179,2
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,3
2190,0
2191,0
2192,0
2193,0
2194,0
2195,0
2196,0
2197,3
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,1
2207,0
2208,0
2209,0
2210,0
2211,2
2212,0
2213,0
2214,0
2215,2
2216,2
2217,0
2218,0
2219,3
2220,0
2221,0
2222,1
2223,2
2224,0
2225,2
2226,2
2227,0
2228,0
2229,2
2230,0
2231,2
2232,0
2233,0
2234,2
2235,2
2236,0
2237,0
2238,2
2239,2
2240,3
2241,0
2242,0
2243,0
2244,0
2245,0
2246,0
2247,2
2248,2
2249,0
2250,0
2251,2
2252,0
2253,0
2254,0
2255,2
2256,2
2257,0
2258,0
2259,0
2260,2
2261,2
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,0
2269,0
2270,0
2271,0
2272,0
2273,2
2274,2
2275,0
2276,1
2277,0
2278,0
2279,0
2280,0
2281,0
2282,1
2283,2
2284,0
2285,0
2286,0
2287,0
2288,2
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2295,0
2296,2
2297,0
2298,0
2299,0
2300,1
2301,0
2302,2
2303,2
2304,2
2305,1
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2312,2
2313,2
2314,0
2315,0
2316,0
2317,2
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,2
2325,2
2326,2
2327,0
2328,0
2329,2
2330,2
2331,0
2332,0
2333,0
2334,0
2335,2
2336,0
2337,0
2338,0
2339,0
2340,2
2341,2
2342,0
2343,0
2344,2
2345,0
2346,1
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,1
2358,0
2359,2
2360,0
2361,1
2362,2
2363,0
2364,0
2365,0
2366,2
2367,0
2368,0
2369,0
2370,1
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,2
2379,2
2380,2
2381,2
2382,0
2383,0
2384,0
2385,2
2386,2
2387,0
2388,0
2389,2
2390,0
2391,0
2392,0
2393,0
2394,3
2395,0
2396,2
2397,0
2398,2
2399,0
2400,0
2401,0
2402,0
2403,2
2404,0
2405,2
2406,0
2407,0
2408,2
2409,0
2410,0
2411,2
2412,0
2413,2
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,2
2421,0
2422,0
2423,1
2424,0
2425,0
2426,0
2427,0
2428,0
2429,2
2430,1
2431,2
2432,0
2433,2
2434,1
2435,2
2436,0
2437,0
2438,2
2439,0
2440,0
2441,0
2442,2
2443,0
2444,2
2445,1
2446,0
2447,0
2448,0
2449,2
2450,0
2451,0
2452,1
2453,0
2454,0
2455,0
2456,0
2457,2
2458,0
2459,2
2460,0
2461,0
2462,0
2463,0
2464,0
2465,1
2466,1
2467,0
2468,0
2469,2
2470,0
2471,2
2472,0
2473,0
2474,0
2475,0
2476,1
2477,0
2478,0
2479,2
2480,0
2481,2
2482,0
2483,1
2484,2
2485,0
2486,0
2487,0
2488,2
2489,3
2490,0
2491,0
2492,0
2493,0
2494,2
2495,0
2496,2
2497,0
2498,0
2499,0
2500,0
2501,0
2502,1
2503,2
2504,0
2505,0
2506,2
2507,0
2508,0
2509,0
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,2
2517,0
2518,0
2519,0
2520,1
2521,0
2522,0
2523,2
2524,0
2525,0
2526,2
2527,0
2528,2
2529,2
2530,0
2531,0
2532,0
2533,0
2534,1
2535,2
2536,0
2537,0
2538,0
2539,0
2540,0
2541,0
2542,1
2543,0
2544,0
2545,2
2546,2
2547,0
2548,0
2549,1
2550,3
2551,1
2552,0
2553,0
2554,2
2555,0
2556,0
2557,0
2558,2
2559,2
2560,0
2561,0
2562,0
2563,0
2564,2
2565,0
2566,0
2567,0
2568,0
2569,2
2570,0
2571,0
2572,1
2573,0
2574,0
2575,2
2576,0
2577,1
2578,0
2579,2
2580,0
2581,0
2582,0
2583,0
2584,2
2585,0
2586,0
2587,0
2588,2
2589,0
2590,2
2591,0
2592,0
2593,0
2594,0
2595,2
2596,0
2597,2
2598,1
2599,0
2600,3
2601,0
2602,0
2603,2
2604,2
2605,0
2606,0
2607,0
2608,0
2609,0
2610,2
2611,0
2612,0
2613,0
2614,0
2615,2
2616,0
2617,0
2618,2
2619,2
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,0
2627,2
2628,0
2629,0
2630,1
2631,0
2632,0
2633,0
2634,3
2635,2
2636,0
2637,0
2638,2
2639,0
2640,3
2641,0
2642,1
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,2
2650,0
2651,3
2652,0
2653,0
2654,0
2655,0
2656,2
2657,2
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,2
2668,1
2669,0
2670,0
2671,0
2672,2
2673,0
2674,2
2675,0
2676,1
2677,2
2678,1
2679,0
2680,0
2681,2
2682,0
2683,1
2684,0
2685,0
2686,0
2687,0
2688,0
2689,2
2690,0
2691,1
2692,0
2693,1
2694,0
2695,2
2696,0
2697,2
2698,0
2699,1
2700,0
2701,0
2702,0
2703,0
2704,0
2705,2
2706,1
2707,0
2708,0
2709,2
2710,0
2711,2
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,2
2719,2
2720,0
2721,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,0
2728,1
2729,2
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,2
2739,0
2740,2
2741,2
2742,2
2743,0
2744,0
2745,2
2746,0
2747,0
2748,0
2749,0
2750,2
2751,2
2752,1
2753,2
2754,0
2755,0
2756,0
2757,0
2758,0
2759,2
2760,0
2761,0
2762,0
2763,2
2764,2
2765,2
2766,0
2767,1
2768,0
2769,2
2770,2
2771,0
2772,2
2773,0
2774,0
2775,1
2776,2
2777,0
2778,2
2779,0
2780,0
2781,2
2782,2
2783,2
2784,0
2785,3
2786,0
2787,2
2788,2
2789,0
2790,0
2791,0
2792,0
2793,1
2794,0
2795,0
2796,2
2797,0
2798,2
2799,2
2800,0
2801,0
2802,1
2803,0
2804,0
2805,2
2806,2
2807,0
2808,0
2809,3
2810,2
2811,0
2812,0
2813,0
2814,0
2815,0
2816,2
2817,2
2818,0
2819,0
2820,2
2821,0
2822,0
2823,0
2824,0
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0
2834,1
2835,0
2836,0
2837,0
2838,0
2839,0
2840,2
2841,0
2842,0
2843,1
2844,2
2845,2
2846,0
2847,0
2848,0
2849,2
2850,0
2851,0
2852,2
2853,0
2854,0
2855,0
2856,0
2857,2
2858,1
2859,0
2860,2
2861,0
2862,1
2863,0
2864,0
2865,3
2866,0
2867,2
2868,2
2869,2
2870,0
2871,3
2872,2
2873,0
2874,0
2875,0
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,2
2887,0
2888,0
2889,2
2890,2
2891,0
2892,2
2893,0
2894,0
2895,1
2896,0
2897,0
2898,0
2899,0
2900,0
2901,2
2902,0
2903,0
2904,0
2905,2
2906,0
2907,0
2908,0
2909,0
2910,2
2911,0
2912,0
2913,0
2914,0
2915,2
2916,2
2917,0
2918,0
2919,1
2920,0
2921,2
2922,0
2923,2
2924,0
2925,0
2926,0
2927,2
2928,0
2929,0
2930,2
2931,0
2932,0
2933,0
2934,0
2935,0
2936,2
2937,0
2938,1
2939,0
2940,1
2941,0
2942,0
2943,2
2944,0
2945,0
2946,0
2947,1
2948,0
2949,2
2950,0
2951,0
2952,0
2953,0
2954,2
2955,1
2956,3
2957,0
2958,0
2959,2
2960,0
2961,0
2962,2
2963,0
2964,0
2965,2
2966,0
2967,2
2968,0
2969,2
2970,0
2971,0
2972,2
2973,0
2974,0
2975,3
2976,2
2977,2
2978,0
2979,2
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,1
2989,0
2990,0
2991,0
2992,0
2993,0
2994,0
2995,0
2996,0
2997,0
